"315","峫","8","bāng","bang","1"
"316","窇","9","báo","bao","1"
"317","嫑","9","báo","bao","1"
"318","雹","13","báo","bao","1"
"319","铇","8","báo","bao","1"
"320","薄","16","báo","bao","1"
"321","菢","11","bào","bao","1"
"322","鲍","13","bào","bao","1"
"323","靤","13","bào","bao","1"
"324","勽","8","bào","bao","1"
"325","报","7","bào","bao","1"
"326","抱","8","bào","bao","1"
"327","豹","10","bào","bao","1"
"328","骲","13","bào","bao","1"
"329","暴","15","bào","bao","1"
"330","髱","15","bào","bao","1"
"331","虣","16","bào","bao","1"
"332","儤","15","bào","bao","1"
"333","曓","15","bào","bao","1"
"334","爆","19","bào","bao","1"
"335","忁","19","bào","bao","1"
"336","蚫","10","bào","bao","1"
"337","瀑","18","bào","bao","1"
"338","宀","11","bǎo","bao","1"
"339","賲","8","bǎo","bao","1"
"340","寶","12","bǎo","bao","1"
"341","靌","8","bǎo","bao","1"
"342","宝","8","bǎo","bao","1"
"343","饱","8","bǎo","bao","1"
"344","保","9","bǎo","bao","1"
"345","鸨","9","bǎo","bao","1"
"346","珤","8","bǎo","bao","1"
"347","堡","12","bǎo","bao","1"
"348","堢","8","bǎo","bao","1"
"349","媬","8","bǎo","bao","1"
"350","葆","12","bǎo","bao","1"
"351","寚","8","bǎo","bao","1"
"352","飹","8","bǎo","bao","1"
"353","褓","14","bǎo","bao","1"
"354","駂","8","bǎo","bao","1"
"355","鴕","8","bǎo","bao","1"
"356","勹","2","bāo","bao","1"
"357","包","5","bāo","bao","1"
"358","佨","5","bāo","bao","1"
"359","孢","8","bāo","bao","1"
"360","苞","8","bāo","bao","1"
"361","胞","9","bāo","bao","1"
"362","剝","9","bāo","bao","1"
"363","笣","9","bāo","bao","1"
"364","煲","13","bāo","bao","1"
"365","龅","13","bāo","bao","1"
"366","蕔","9","bāo","bao","1"
"367","褒","15","bāo","bao","1"
"368","闁","9","bāo","bao","1"
"369","剥","10","bāo","bao","1"
"370","枹","9","bāo","bao","1"
"371","喺","13","béi","bei","1"
"372","贝","4","bèi","bei","1"
"373","狈","7","bèi","bei","1"
"374","邶","7","bèi","bei","1"
"375","备","8","bèi","bei","1"
"376","牬","13","bèi","bei","1"
"377","苝","13","bèi","bei","1"
"378","鄁","10","bèi","bei","1"
"379","鞴","19","bèi","bei","1"
"380","鐾","21","bèi","bei","1"
"381","背","9","bèi","bei","1"
"382","钡","9","bèi","bei","1"
"383","俻","13","bèi","bei","1"
"384","倍","10","bèi","bei","1"
"385","悖","10","bèi","bei","1"
"386","被","10","bèi","bei","1"
"387","偝","11","bèi","bei","1"
"388","偹","10","bèi","bei","1"
"389","梖","10","bèi","bei","1"
"390","惫","12","bèi","bei","1"
"391","焙","12","bèi","bei","1"
"392","琲","12","bèi","bei","1"
"393","辈","12","bèi","bei","1"
"394","愂","10","bèi","bei","1"
"395","碚","13","bèi","bei","1"
"396","蓓","13","bèi","bei","1"
"397","蛽","10","bèi","bei","1"
"398","褙","14","bèi","bei","1"
"399","骳","14","bèi","bei","1"
"400","垻","8","bèi","bei","1"
"401","琩","10","bèi","bei","1"
"402","昸","13","bèi","bei","1"
"403","僨","10","bèi","bei","1"
"404","杮","10","bèi","bei","1"
"405","輐","10","bèi","bei","1"
"406","棑","11","bèi","bei","1"
"407","哱","10","bèi","bei","1"
"408","誶","10","bèi","bei","1"
"409","糽","16","bèi","bei","1"
"410","秄","10","bèi","bei","1"
"411","北","5","běi","bei","1"
"412","鉳","13","běi","bei","1"
"413","碑","13","bēi","bei","1"
"414","鹎","13","bēi","bei","1"
"415","藣","13","bēi","bei","1"
"416","陂","7","bēi","bei","1"
"417","卑","8","bēi","bei","1"
"418","杯","8","bēi","bei","1"
"419","悲","12","bēi","bei","1"
"420","揹","8","bēi","bei","1"
"421","椑","12","bēi","bei","1"
"422","諀","4","bēi","bei","1"
"423","柸","8","bēi","bei","1"
"424","錭","8","bēi","bei","1"
"425","呗","7","bei","bei","1"
"426","坌","7","bèn","ben","1"
"427","捹","5","bèn","ben","1"
"428","笨","11","bèn","ben","1"
"429","撪","5","bèn","ben","1"
"430","輽","5","bèn","ben","1"
"431","炃","7","bèn","ben","1"
"432","燌","12","bèn","ben","1"
"433","條","5","bèn","ben","1"
"434","夲","15","běn","ben","1"
"435","妋","5","běn","ben","1"
"436","本","5","běn","ben","1"
"437","苯","8","běn","ben","1"
"438","畚","10","běn","ben","1"
"439","楍","5","běn","ben","1"
"440","翉","12","běn","ben","1"
"441","贲","9","bēn","ben","1"
"442","倴","10","bēn","ben","1"
"443","渀","8","bēn","ben","1"
"444","犇","8","bēn","ben","1"
"445","锛","13","bēn","ben","1"
"446","奔","8","bēn","ben","1"
"447","甭","9","béng","beng","1"
"448","泵","9","bèng","beng","1"
"449","迸","9","bèng","beng","1"
"450","塴","9","bèng","beng","1"
"451","甏","16","bèng","beng","1"
"452","蹦","18","bèng","beng","1"
"453","間","16","bèng","beng","1"
"454","遤","9","bèng","beng","1"
"455","錫","12","bèng","beng","1"
"456","萫","11","běng","beng","1"
"457","琫","12","běng","beng","1"
"458","埄","5","běng","beng","1"
"459","琣","5","běng","beng","1"
"460","鞛","5","běng","beng","1"
"461","崩","11","bēng","beng","1"
"462","绷","11","bēng","beng","1"
"463","絣","12","bēng","beng","1"
"464","閍","5","bēng","beng","1"
"465","伻","7","bēng","beng","1"
"466","祊","8","bēng","beng","1"
"467","嵭","5","bēng","beng","1"
"468","嘣","14","bēng","beng","1"
"469","挷","8","bēng","beng","1"
"470","搒","13","bēng","beng","1"
"471","柲","9","bí","bi","1"
"472","荸","10","bí","bi","1"
"473","鼻","14","bí","bi","1"
"474","嬶","9","bí","bi","1"
"475","匂","4","bì","bi","1"
"476","币","4","bì","bi","1"
"477","必","5","bì","bi","1"
"478","毕","6","bì","bi","1"
"479","闭","6","bì","bi","1"
"480","佖","4","bì","bi","1"
"481","坒","4","bì","bi","1"
"482","庇","7","bì","bi","1"
"483","诐","7","bì","bi","1"
"484","邲","7","bì","bi","1"
"485","妼","4","bì","bi","1"
"486","畀","8","bì","bi","1"
"487","苾","8","bì","bi","1"
"488","哔","9","bì","bi","1"
"489","毖","9","bì","bi","1"
"490","珌","9","bì","bi","1"
"491","荜","9","bì","bi","1"
"492","陛","9","bì","bi","1"
"493","毙","10","bì","bi","1"
"494","狴","10","bì","bi","1"
"495","袐","4","bì","bi","1"
"496","铋","10","bì","bi","1"
"497","婢","11","bì","bi","1"
"498","庳","11","bì","bi","1"
"499","敝","11","bì","bi","1"
"500","梐","11","bì","bi","1"
"501","飶","13","bì","bi","1"
"502","弊","14","bì","bi","1"
"503","熚","14","bì","bi","1"
"504","獙","14","bì","bi","1"
"505","碧","14","bì","bi","1"
"506","箅","14","bì","bi","1"
"507","箆","14","bì","bi","1"
"508","萆","11","bì","bi","1"
"509","萞","4","bì","bi","1"
"510","閇","4","bì","bi","1"
"511","堛","12","bì","bi","1"
"512","弻","4","bì","bi","1"
"513","弼","12","bì","bi","1"
"514","愊","12","bì","bi","1"
"515","愎","12","bì","bi","1"
"516","湢","4","bì","bi","1"
"517","皕","12","bì","bi","1"
"518","筚","12","bì","bi","1"
"519","彃","4","bì","bi","1"
"520","楅","4","bì","bi","1"
"521","滗","13","bì","bi","1"
"522","滭","4","bì","bi","1"
"523","煏","13","bì","bi","1"
"524","痹","13","bì","bi","1"
"525","痺","13","bì","bi","1"
"526","腷","13","bì","bi","1"
"527","蓖","13","bì","bi","1"
"528","蜌","13","bì","bi","1"
"529","裨","13","bì","bi","1"
"530","跸","13","bì","bi","1"
"531","閟","13","bì","bi","1"
"532","綼","14","bì","bi","1"
"533","蔽","14","bì","bi","1"
"534","鄪","14","bì","bi","1"
"535","幤","14","bì","bi","1"
"536","獘","14","bì","bi","1"
"537","駜","15","bì","bi","1"
"538","髲","15","bì","bi","1"
"539","壁","16","bì","bi","1"
"540","嬖","16","bì","bi","1"
"541","篦","16","bì","bi","1"
"542","縪","14","bì","bi","1"
"543","薜","16","bì","bi","1"
"544","觱","16","bì","bi","1"
"545","避","16","bì","bi","1"
"546","濞","17","bì","bi","1"
"547","臂","17","bì","bi","1"
"548","鞞","17","bì","bi","1"
"549","髀","17","bì","bi","1"
"550","奰","18","bì","bi","1"
"551","璧","18","bì","bi","1"
"552","鄨","17","bì","bi","1"
"553","饆","18","bì","bi","1"
"554","襞","19","bì","bi","1"
"555","襣","19","bì","bi","1"
"556","鏎","17","bì","bi","1"
"557","韠","17","bì","bi","1"
"558","魓","17","bì","bi","1"
"559","鷩","22","bì","bi","1"
"560","鼊","17","bì","bi","1"
"561","驆","17","bì","bi","1"
"562","鷝","17","bì","bi","1"
"563","弝","14","bì","bi","1"
"564","鮩","6","bì","bi","1"
"565","咇","16","bì","bi","1"
"566","躭","20","bì","bi","1"
"567","恜","4","bì","bi","1"
"568","脃","8","bì","bi","1"
"569","闬","6","bì","bi","1"
"570","鶝","13","bì","bi","1"
"571","纕","17","bì","bi","1"
"572","鮥","16","bì","bi","1"
"573","馿","14","bì","bi","1"
"574","痳","9","bì","bi","1"
"575","躪","17","bì","bi","1"
"576","襨","14","bì","bi","1"
"577","賑","4","bì","bi","1"
"578","鹓","20","bì","bi","1"
"579","趐","12","bì","bi","1"
"580","義","14","bì","bi","1"
"581","痟","4","bǐ","bi","1"
"582","箃","7","bǐ","bi","1"
"583","箄","14","bǐ","bi","1"
"584","粊","4","bǐ","bi","1"
"585","舭","10","bǐ","bi","1"
"586","啚","4","bǐ","bi","1"
"587","鄙","13","bǐ","bi","1"
"588","聛","4","bǐ","bi","1"
"589","匕","2","bǐ","bi","1"
"590","比","4","bǐ","bi","1"
"591","夶","4","bǐ","bi","1"
"592","朼","4","bǐ","bi","1"
"593","佊","7","bǐ","bi","1"
"594","吡","7","bǐ","bi","1"
"595","妣","7","bǐ","bi","1"
"596","沘","7","bǐ","bi","1"
"597","彼","8","bǐ","bi","1"
"598","柀","4","bǐ","bi","1"
"599","秕","9","bǐ","bi","1"
"600","俾","10","bǐ","bi","1"
"601","笔","10","bǐ","bi","1"
"602","皀","7","bī","bi","1"
"603","屄","8","bī","bi","1"
"604","偪","11","bī","bi","1"
"605","毴","9","bī","bi","1"
"606","逼","12","bī","bi","1"
"607","鲾","17","bī","bi","1"
"608","鎞","18","bī","bi","1"
"609","豴","9","bī","bi","1"
"610","悂","8","bī","bi","1"
"611","鵶","9","bī","bi","1"
"612","沵","7","biàn","bian","1"
"613","便","9","biàn","bian","1"
"614","变","8","biàn","bian","1"
"615","変","9","biàn","bian","1"
"616","卞","4","biàn","bian","1"
"617","弁","5","biàn","bian","1"
"618","忭","7","biàn","bian","1"
"619","抃","7","biàn","bian","1"
"620","汴","7","biàn","bian","1"
"621","苄","7","biàn","bian","1"
"622","昪","9","biàn","bian","1"
"623","缏","12","biàn","bian","1"
"624","遍","12","biàn","bian","1"
"625","辡","9","biàn","bian","1"
"626","艑","15","biàn","bian","1"
"627","辨","16","biàn","bian","1"
"628","辩","16","biàn","bian","1"
"629","辫","17","biàn","bian","1"
"630","峯","9","biàn","bian","1"
"631","辧","9","biǎn","bian","1"
"632","藊","17","biǎn","bian","1"
"633","釆","9","biǎn","bian","1"
"634","炞","17","biǎn","bian","1"
"635","贬","8","biǎn","bian","1"
"636","扁","9","biǎn","bian","1"
"637","窆","9","biǎn","bian","1"
"638","匾","11","biǎn","bian","1"
"639","惼","12","biǎn","bian","1"
"640","碥","14","biǎn","bian","1"
"641","褊","14","biǎn","bian","1"
"642","鴘","9","biǎn","bian","1"
"643","痸","5","biǎn","bian","1"
"644","鶣","11","biǎn","bian","1"
"645","穐","14","biǎn","bian","1"
"646","搊","12","biān","bian","1"
"647","舩","10","biān","bian","1"
"648","甼","17","biān","bian","1"
"649","编","12","biān","bian","1"
"650","萹","12","biān","bian","1"
"651","煸","13","biān","bian","1"
"652","箯","15","biān","bian","1"
"653","蝙","15","biān","bian","1"
"654","邉","17","biān","bian","1"
"655","鳊","17","biān","bian","1"
"656","鞭","18","biān","bian","1"
"657","鯾","17","biān","bian","1"
"658","边","5","biān","bian","1"
"659","砭","9","biān","bian","1"
"660","笾","11","biān","bian","1"
"661","鎞","17","biān","bian","1"
"662","俵","10","biào","biao","1"
"663","鳔","19","biào","biao","1"
"664","檦","17","biǎo","biao","1"
"665","表","8","biǎo","biao","1"
"666","婊","11","biǎo","biao","1"
"667","裱","13","biǎo","biao","1"
"668","諘","16","biǎo","biao","1"
"669","襢","16","biǎo","biao","1"
"670","僩","11","biāo","biao","1"
"671","贆","16","biāo","biao","1"
"672","穮","20","biāo","biao","1"
"673","镳","20","biāo","biao","1"
"674","飊","16","biāo","biao","1"
"675","摽","14","biāo","biao","1"
"676","幖","14","biāo","biao","1"
"677","滮","14","biāo","biao","1"
"678","骠","14","biāo","biao","1"
"679","熛","15","biāo","biao","1"
"680","膘","15","biāo","biao","1"
"681","麃","15","biāo","biao","1"
"682","瘭","16","biāo","biao","1"
"683","镖","16","biāo","biao","1"
"684","飙","16","biāo","biao","1"
"685","飚","16","biāo","biao","1"
"686","儦","16","biāo","biao","1"
"687","颷","16","biāo","biao","1"
"688","瀌","18","biāo","biao","1"
"689","彪","11","biāo","biao","1"
"690","标","9","biāo","biao","1"
"691","飑","9","biāo","biao","1"
"692","髟","10","biāo","biao","1"
"693","脿","16","biāo","biao","1"
"694","墂","16","biāo","biao","1"
"695","藨","18","biāo","biao","1"
"696","爂","16","biāo","biao","1"
"697","獃","12","biāo","biao","1"
"698","蔱","16","biāo","biao","1"
"699","篻","11","biāo","biao","1"
"700","徱","11","biāo","biao","1"
"701","髏","9","biāo","biao","1"
"702","别","7","bié","bie","1"
"703","莂","16","bié","bie","1"
"704","別","16","bié","bie","1"
"705","蛂","16","bié","bie","1"
"706","徶","16","bié","bie","1"
"707","蹩","18","bié","bie","1"
"708","襵","16","bié","bie","1"
"709","瘪","15","biě","bie","1"
"710","憋","15","biē","bie","1"
"711","鳖","19","biē","bie","1"
"712","虌","16","biē","bie","1"
"713","龞","16","biē","bie","1"
"714","氞","11","bìn","bin","1"
"715","摈","13","bìn","bin","1"
"716","殡","14","bìn","bin","1"
"717","膑","14","bìn","bin","1"
"718","鬂","11","bìn","bin","1"
"719","髌","19","bìn","bin","1"
"720","鬓","20","bìn","bin","1"
"721","镔","15","bīn","bin","1"
"722","濒","16","bīn","bin","1"
"723","虨","11","bīn","bin","1"
"724","豳","17","bīn","bin","1"
"725","蠙","20","bīn","bin","1"
"726","顮","11","bīn","bin","1"
"727","邠","6","bīn","bin","1"
"728","宾","10","bīn","bin","1"
"729","彬","11","bīn","bin","1"
"730","傧","12","bīn","bin","1"
"731","斌","12","bīn","bin","1"
"732","椕","11","bīn","bin","1"
"733","滨","13","bīn","bin","1"
"734","缤","13","bīn","bin","1"
"735","槟","14","bīn","bin","1"
"736","訜","9","bīn","bin","1"
"737","玢","8","bīn","bin","1"
"738","靍","11","bīn","bin","1"
"739","瀖","11","bīn","bin","1"
"740","傡","6","bìng","bing","1"
"741","摒","12","bìng","bing","1"
"742","誁","6","bìng","bing","1"
"743","靐","6","bìng","bing","1"
"744","并","6","bìng","bing","1"
"745","併","6","bìng","bing","1"
"746","垪","6","bìng","bing","1"
"747","倂","6","bìng","bing","1"
"748","栤","6","bìng","bing","1"
"749","病","10","bìng","bing","1"
"750","疒","11","bìng","bing","1"
"751","恡","6","bǐng","bing","1"
"752","皊","17","bǐng","bing","1"
"753","庰","6","bǐng","bing","1"
"754","昞","6","bǐng","bing","1"
"755","昺","6","bǐng","bing","1"
"756","丙","5","bǐng","bing","1"
"757","邴","7","bǐng","bing","1"
"758","陃","6","bǐng","bing","1"
"759","抦","6","bǐng","bing","1"
"760","秉","8","bǐng","bing","1"
"761","苪","6","bǐng","bing","1"
"762","柄","9","bǐng","bing","1"
"763","炳","9","bǐng","bing","1"
"764","饼","9","bǐng","bing","1"
"765","窉","6","bǐng","bing","1"
"766","蛃","11","bǐng","bing","1"
"767","棅","6","bǐng","bing","1"
"768","禀","13","bǐng","bing","1"
"769","鈵","6","bǐng","bing","1"
"770","鉼","6","bǐng","bing","1"
"771","鞆","6","bǐng","bing","1"
"772","燷","6","bǐng","bing","1"
"773","皉","17","bǐng","bing","1"
"774","饁","6","bǐng","bing","1"
"775","仌","11","bīng","bing","1"
"776","冰","6","bīng","bing","1"
"777","兵","7","bīng","bing","1"
"778","栟","10","bīng","bing","1"
"779","梹","6","bīng","bing","1"
"780","鋲","6","bīng","bing","1"
"781","幷","8","bīng","bing","1"
"782","啵","11","bo","bo","1"
"783","卜","2","bo","bo","1"
"784","踣","15","bó","bo","1"
"785","鋍","8","bó","bo","1"
"786","犦","8","bó","bo","1"
"787","髆","8","bó","bo","1"
"788","襮","20","bó","bo","1"
"789","礴","21","bó","bo","1"
"790","欂","8","bó","bo","1"
"791","脖","11","bó","bo","1"
"792","豰","8","bó","bo","1"
"793","嚗","8","bó","bo","1"
